datetime,machineID,Type,Air_temperature,Process_temperature,Rotational_speed,Torque,Tool_wear,Target,RUL_hours,Failure_Type,month,hour,dayofweek
2016-01-17 23:16:16,87,L,310.0,320.0,1404,45.5,300,0,2496,No Failure,1,23,6
2017-05-14 03:00:50,241,L,310.0,320.0,1295,42.5,300,0,712,No Failure,5,3,6
2017-04-07 13:10:39,330,L,310.0,320.0,1473,44.2,300,0,20112,No Failure,4,13,4
2016-06-07 07:32:28,124,L,310.0,320.0,1332,43.4,300,0,1352,No Failure,6,7,1
2015-12-20 02:34:07,195,L,310.0,320.0,1461,45.7,300,0,5232,No Failure,12,2,6
2018-01-22 13:47:28,284,H,295.0,305.0,1459,46.6,300,0,13312,No Failure,1,13,0
2016-06-15 00:22:02,377,H,295.0,305.0,1487,42.3,300,0,27184,No Failure,6,0,2
2015-04-28 20:23:35,117,M,300.9,311.4,1488,42.1,178,0,6584,No Failure,4,20,1
2016-03-12 11:07:07,237,M,303.2,315.2,1452,49.9,300,0,3640,No Failure,3,11,5
2016-11-01 10:02:47,192,M,306.9,320.0,1435,50.2,300,0,1824,No Failure,11,10,1
2017-10-29 05:25:15,371,L,310.0,320.0,1462,45.7,300,0,15240,No Failure,10,5,6
2017-03-15 05:03:34,47,L,310.0,320.0,1433,51.0,300,0,1312,No Failure,3,5,2
2015-11-17 13:01:38,226,H,295.0,305.0,1454,47.4,300,0,2984,No Failure,11,13,1
2017-04-05 16:17:54,35,L,310.0,320.0,1370,44.5,300,0,3656,No Failure,4,16,2
2016-05-03 15:46:04,45,H,295.0,305.0,1428,66.0,300,0,216,No Failure,5,15,1
2017-02-19 19:29:52,146,L,310.0,320.0,1440,49.4,300,0,3296,No Failure,2,19,6
2016-05-23 17:05:22,162,L,310.0,320.0,1434,50.6,300,0,1080,No Failure,5,17,0
2017-02-15 14:30:28,63,M,304.2,320.0,1436,62.9,300,0,2256,No Failure,2,14,2
2017-05-22 04:56:51,227,L,310.0,320.0,1287,42.2,300,0,432,No Failure,5,4,0
2015-11-01 19:00:17,367,M,300.3,310.5,1492,40.8,300,0,32696,No Failure,11,19,6
2016-01-12 11:54:18,106,M,304.3,317.2,1448,48.1,300,0,2696,No Failure,1,11,1
2016-06-28 02:22:22,112,L,310.0,320.0,1429,68.3,300,0,600,No Failure,6,2,1
2016-03-08 14:50:49,92,M,305.6,319.7,1441,49.0,300,0,2032,No Failure,3,14,1
2016-03-08 22:21:20,23,L,310.0,320.0,1433,50.4,300,0,984,No Failure,3,22,1
2016-05-22 21:56:56,92,M,308.6,320.0,1426,51.7,300,0,216,No Failure,5,21,6
2017-06-16 07:50:08,196,M,304.8,317.8,1426,65.8,300,0,376,No Failure,6,7,4
2016-07-15 04:14:20,141,M,304.6,317.4,1432,63.1,300,0,848,No Failure,7,4,4
2016-03-07 08:41:41,199,H,295.0,305.0,1444,48.7,300,0,2368,No Failure,3,8,0
2017-09-28 03:41:54,338,M,302.3,313.7,1465,45.6,300,0,16056,No Failure,9,3,3
2016-04-03 16:39:19,106,M,307.8,320.0,1431,51.0,300,0,696,No Failure,4,16,6
2017-06-22 20:45:05,382,L,310.0,320.0,1470,44.9,300,0,18280,No Failure,6,20,3
2016-02-29 17:37:50,71,M,304.0,316.3,1440,49.5,300,0,1736,No Failure,2,17,0
2016-07-30 16:24:08,188,L,310.0,320.0,1446,52.2,300,0,3832,No Failure,7,16,5
2015-08-02 00:11:51,261,H,295.0,305.0,1497,40.6,300,0,34880,No Failure,8,0,6
2015-01-25 12:01:11,112,L,310.0,320.0,1500,40.2,36,0,13112,No Failure,1,12,6
2015-12-30 17:33:26,69,M,303.3,315.5,1454,47.4,300,0,3376,No Failure,12,17,2
2017-08-12 00:16:54,342,L,310.0,320.0,1467,45.2,300,0,17048,No Failure,8,0,5
2016-05-20 18:49:58,92,M,308.6,320.0,1427,51.7,300,0,272,No Failure,5,18,4
2015-09-26 17:55:25,26,M,300.8,311.3,1489,41.9,300,0,15880,No Failure,9,17,5
2015-01-13 22:50:16,15,H,295.0,305.0,1500,40.2,20,0,9264,No Failure,1,22,1
2017-06-01 03:39:23,168,H,295.0,305.0,1427,51.3,300,0,712,No Failure,6,3,3
2017-08-14 02:07:10,132,H,295.0,305.0,1425,66.8,300,0,88,No Failure,8,2,0
2017-01-20 04:21:39,360,L,310.0,320.0,1476,43.5,300,0,21992,No Failure,1,4,4
2015-11-17 00:10:59,65,L,310.0,320.0,1338,43.7,300,0,864,No Failure,11,0,1
2017-08-29 12:32:46,304,L,310.0,320.0,1466,45.4,300,0,16608,No Failure,8,12,1
2015-11-04 15:08:14,249,M,301.1,311.8,1484,42.6,300,0,13048,No Failure,11,15,2
2016-01-05 04:04:27,117,M,304.6,317.3,1313,43.0,300,0,584,No Failure,1,4,1
2019-03-09 12:08:03,275,H,295.0,305.0,1434,50.6,300,0,3384,No Failure,3,12,5
2016-07-28 13:16:05,81,M,304.2,320.0,1432,63.8,300,0,1440,No Failure,7,13,3
2016-12-09 19:21:03,142,M,304.2,316.8,1434,60.2,300,0,1864,No Failure,12,19,4
2016-11-27 19:33:59,54,M,304.5,317.3,1431,50.9,300,0,1104,No Failure,11,19,6
2017-05-17 14:18:22,80,M,304.1,316.6,1352,44.1,300,0,2992,No Failure,5,14,2
2015-04-25 13:59:54,167,L,310.0,320.0,1499,40.8,170,0,19320,No Failure,4,13,5
2016-06-08 19:12:46,245,L,310.0,320.0,1464,45.4,300,0,8552,No Failure,6,19,2
2016-06-03 04:48:01,233,M,304.5,320.0,1433,65.8,300,0,992,No Failure,6,4,4
2019-03-09 08:40:39,361,M,304.4,317.0,1434,50.6,300,0,3312,No Failure,3,8,5
2016-09-06 13:07:09,14,M,304.3,316.9,1334,43.5,300,0,1592,No Failure,9,13,1
2015-10-01 18:57:40,171,M,300.7,311.2,1488,41.8,300,0,16848,No Failure,10,18,3
2017-04-08 08:04:01,132,H,295.0,305.0,1439,57.7,300,0,3176,No Failure,4,8,5
2016-12-22 19:17:33,94,L,310.0,320.0,1423,51.9,300,0,16,No Failure,12,19,3
2016-01-08 23:14:31,91,M,301.5,312.4,1478,43.6,300,0,10952,No Failure,1,23,4
2017-04-27 11:45:21,209,M,304.2,316.7,1436,50.1,300,0,2496,No Failure,4,11,3
2016-09-25 21:29:03,12,M,304.4,317.0,1333,43.6,300,0,1576,No Failure,9,21,6
2016-10-28 06:58:40,120,M,304.6,320.0,1431,67.1,300,0,992,No Failure,10,6,4
2016-10-13 00:39:26,204,M,303.0,314.8,1453,47.0,300,0,6520,No Failure,10,0,3
2016-05-07 02:11:03,71,M,304.9,317.8,1425,51.7,300,0,136,No Failure,5,2,5
2016-02-17 08:58:06,123,L,310.0,320.0,1425,71.4,300,0,64,No Failure,2,8,2
2017-02-12 14:07:22,241,L,310.0,320.0,1357,44.1,300,0,2888,No Failure,2,14,6
2016-05-05 19:12:42,52,M,304.3,317.0,1323,43.1,300,0,1056,No Failure,5,19,3
2016-03-22 07:14:52,221,L,310.0,320.0,1428,66.8,300,0,72,No Failure,3,7,1
2015-09-14 06:13:18,338,M,300.3,310.5,1495,40.7,300,0,33880,No Failure,9,6,0
2015-02-12 16:47:11,336,M,300.0,310.0,1498,39.9,63,0,38984,No Failure,2,16,3
2017-07-27 21:52:29,36,M,308.3,320.0,1429,51.4,300,0,768,No Failure,7,21,3
2017-08-16 09:11:26,111,L,310.0,320.0,1425,65.9,300,0,336,No Failure,8,9,2
2015-06-19 22:33:01,6,M,301.8,312.9,1474,44.4,254,0,3984,No Failure,6,22,4
2017-10-19 04:15:55,324,M,302.4,313.9,1464,45.8,300,0,15488,No Failure,10,4,3
2015-05-08 00:59:47,308,H,295.0,305.0,1497,40.2,191,0,36936,No Failure,5,0,4
2017-02-07 16:27:43,245,L,310.0,320.0,1439,49.9,300,0,2696,No Failure,2,16,1
2017-03-16 14:29:52,91,M,304.8,320.0,1428,69.3,300,0,624,No Failure,3,14,3
2016-12-11 06:14:48,83,M,304.6,320.0,1430,67.1,300,0,1032,No Failure,12,6,6
2017-03-12 14:22:15,146,L,310.0,320.0,1439,49.9,300,0,2792,No Failure,3,14,6
2016-02-07 15:12:54,284,H,295.0,305.0,1492,41.5,300,0,30368,No Failure,2,15,6
2015-09-21 17:41:24,223,M,302.6,314.2,1459,46.3,300,0,3312,No Failure,9,17,0
2017-03-21 11:01:26,74,L,310.0,320.0,1304,42.8,300,0,952,No Failure,3,11,1
2016-07-05 02:25:08,195,L,310.0,320.0,1430,68.9,300,0,536,No Failure,7,2,1
2016-03-24 11:13:18,155,M,305.0,320.0,1425,71.7,300,0,40,No Failure,3,11,3
2016-07-18 18:26:04,156,L,310.0,320.0,1428,64.7,300,0,472,No Failure,7,18,0
2016-10-01 22:20:04,14,M,304.6,317.3,1312,43.0,300,0,992,No Failure,10,22,5
2018-01-09 15:55:55,333,M,302.7,314.3,1458,46.4,300,0,13440,No Failure,1,15,1
2016-04-03 00:30:34,124,L,310.0,320.0,1401,45.3,300,0,2936,No Failure,4,0,6
2016-07-27 11:38:13,120,M,303.7,317.6,1446,56.0,300,0,3248,No Failure,7,11,2
2017-02-07 04:08:02,204,M,303.8,316.1,1376,44.6,300,0,3696,No Failure,2,4,1
2016-08-17 10:52:58,384,H,295.0,305.0,1483,42.5,300,0,25648,No Failure,8,10,2
2016-02-19 00:54:23,267,M,300.6,311.0,1490,41.5,300,0,30056,No Failure,2,0,4
2017-03-25 04:18:09,292,M,301.7,312.8,1474,44.1,300,0,20464,No Failure,3,4,5
2018-09-11 16:21:20,360,L,310.0,320.0,1444,48.6,300,0,7576,No Failure,9,16,1
2015-08-08 21:06:47,255,H,295.0,305.0,1496,40.6,300,0,34688,No Failure,8,21,5
2016-01-17 19:41:49,180,M,301.6,312.5,1475,43.7,300,0,10704,No Failure,1,19,6
2016-11-08 21:52:06,142,M,304.0,316.4,1440,57.7,300,0,2600,No Failure,11,21,1
2017-03-30 13:30:41,372,H,295.0,305.0,1473,44.0,300,0,20448,No Failure,3,13,3
2015-08-25 11:14:23,143,M,301.6,312.6,1476,43.9,300,0,6376,No Failure,8,11,1
2016-12-01 18:34:23,108,L,310.0,320.0,1435,50.2,300,0,1880,No Failure,12,18,3
2015-01-17 00:44:57,36,M,300.0,310.0,1499,40.0,24,0,22880,No Failure,1,0,5
2016-03-21 22:18:46,127,M,302.0,313.3,1467,44.9,300,0,8512,No Failure,3,22,0
2017-03-15 09:10:42,202,M,304.4,317.0,1435,61.3,300,0,1800,No Failure,3,9,2
2015-12-02 11:17:55,98,M,303.6,315.8,1395,45.3,300,0,1976,No Failure,12,11,2
2016-09-14 08:45:41,172,H,295.0,305.0,1452,47.4,300,0,5512,No Failure,9,8,2
2015-05-31 02:40:45,79,M,300.5,310.8,1491,41.2,225,0,12608,No Failure,5,2,6
2017-07-07 13:11:18,386,L,310.0,320.0,1470,45.1,300,0,17904,No Failure,7,13,4
2016-07-12 20:16:41,235,M,304.5,320.0,1435,65.6,300,0,1120,No Failure,7,20,1
2017-02-23 00:32:44,243,L,310.0,320.0,1426,51.6,300,0,328,No Failure,2,0,3
2015-09-25 17:58:37,305,M,300.3,310.5,1494,40.7,300,0,33576,No Failure,9,17,4
2017-11-20 08:25:41,369,L,310.0,320.0,1462,46.0,300,0,14696,No Failure,11,8,0
2016-01-19 22:30:57,52,M,302.9,314.7,1441,46.4,300,0,3608,No Failure,1,22,1
2017-03-27 15:47:15,146,L,310.0,320.0,1438,50.2,300,0,2432,No Failure,3,15,0
2019-01-01 13:53:32,392,M,304.0,316.4,1436,49.6,300,0,4952,No Failure,1,13,1
2017-11-19 18:52:48,283,L,310.0,320.0,1463,46.1,300,0,14752,No Failure,11,18,6
2017-10-31 16:29:23,296,H,295.0,305.0,1463,45.9,300,0,15184,No Failure,10,16,1
2016-02-29 23:28:15,33,H,295.0,305.0,1435,50.4,300,0,1040,No Failure,2,23,0
2016-06-26 13:10:59,237,M,304.4,317.0,1432,61.5,300,0,1128,No Failure,6,13,6
2017-03-25 21:01:38,201,H,295.0,305.0,1435,50.1,300,0,2320,No Failure,3,21,5
2016-06-17 22:07:41,177,L,310.0,320.0,1434,50.7,300,0,1096,No Failure,6,22,4
2016-04-04 06:00:34,235,M,303.2,316.2,1449,51.7,300,0,3496,No Failure,4,6,0
2017-04-03 16:50:24,183,M,308.8,320.0,1426,51.8,300,0,240,No Failure,4,16,0
2016-10-02 03:35:22,60,M,307.2,320.0,1431,50.3,300,0,1368,No Failure,10,3,6
2015-12-03 17:00:20,94,L,310.0,320.0,1474,43.7,300,0,9240,No Failure,12,17,3
2017-03-30 11:21:14,172,H,295.0,305.0,1429,51.3,300,0,800,No Failure,3,11,3
2015-04-26 05:25:53,335,L,310.0,320.0,1498,40.2,171,0,37256,No Failure,4,5,6
2018-10-15 05:23:57,296,H,295.0,305.0,1442,49.0,300,0,6840,No Failure,10,5,0
2016-04-25 15:07:07,235,M,303.5,317.2,1447,54.6,300,0,3000,No Failure,4,15,0
2017-01-28 14:15:34,372,H,295.0,305.0,1476,43.6,300,0,21864,No Failure,1,14,5
2015-03-16 18:16:27,370,M,300.1,310.1,1499,40.1,110,0,38232,No Failure,3,18,0
2015-03-31 01:56:31,117,M,300.5,310.8,1490,41.2,136,0,7264,No Failure,3,1,1
2016-01-23 13:36:26,158,L,310.0,320.0,1429,68.7,300,0,384,No Failure,1,13,5
2017-07-30 02:28:14,208,L,310.0,320.0,1427,67.9,300,0,1080,No Failure,7,2,6
2016-10-27 09:26:04,119,M,306.0,320.0,1442,49.6,300,0,2752,No Failure,10,9,3
2016-01-06 13:43:21,206,M,302.9,314.6,1456,47.0,300,0,3944,No Failure,1,13,2
2017-03-04 14:50:02,129,H,295.0,305.0,1282,42.1,300,0,216,No Failure,3,14,5
2019-03-07 17:19:05,397,M,304.5,317.2,1435,50.8,300,0,3224,No Failure,3,17,3
2017-07-30 21:31:57,111,L,310.0,320.0,1428,64.9,300,0,736,No Failure,7,21,6
2015-10-29 23:23:01,234,M,304.3,316.8,1436,50.3,300,0,824,No Failure,10,23,3
2016-10-28 17:18:26,54,M,304.2,316.8,1435,50.2,300,0,1824,No Failure,10,17,4
2015-06-23 02:55:51,277,H,295.0,305.0,1498,40.5,257,0,35888,No Failure,6,2,1
2017-05-06 15:58:43,77,H,295.0,305.0,1434,49.9,300,0,2544,No Failure,5,15,5
2015-08-14 06:54:07,149,M,302.5,313.9,1463,45.9,300,0,3272,No Failure,8,6,4
2015-08-28 13:28:47,118,L,310.0,320.0,1464,46.0,300,0,3480,No Failure,8,13,4
2016-09-20 22:18:56,217,H,295.0,305.0,1425,66.0,300,0,192,No Failure,9,22,1
2016-07-13 17:00:10,22,M,304.0,316.4,1356,44.1,300,0,2104,No Failure,7,17,2
2016-06-23 04:59:53,360,L,310.0,320.0,1486,42.3,300,0,27088,No Failure,6,4,3
2016-07-27 05:31:16,99,M,303.7,315.9,1444,54.5,300,0,3136,No Failure,7,5,2
2015-12-18 11:24:53,59,M,304.8,320.0,1427,70.0,300,0,208,No Failure,12,11,4
2016-11-17 07:10:29,13,M,304.2,316.8,1436,50.2,300,0,1888,No Failure,11,7,3
2015-05-02 04:01:04,60,M,300.3,310.5,1493,40.8,182,0,13824,No Failure,5,4,5
2016-10-13 13:27:36,1,L,310.0,320.0,1435,61.5,300,0,1400,No Failure,10,13,3
2015-12-15 03:55:53,125,M,303.2,315.1,1452,47.7,300,0,2896,No Failure,12,3,1
2016-01-04 05:02:58,308,H,295.0,305.0,1493,41.3,300,0,31184,No Failure,1,5,0
2016-11-05 18:49:30,61,M,308.5,320.0,1427,51.6,300,0,376,No Failure,11,18,5
2015-12-01 23:08:45,145,M,304.5,317.1,1320,43.2,300,0,640,No Failure,12,23,1
2015-10-27 22:02:32,340,H,295.0,305.0,1495,41.0,300,0,32840,No Failure,10,22,1
2015-01-01 22:29:53,57,M,300.0,310.0,1499,40.0,1,0,14576,No Failure,1,22,3
2017-05-05 20:08:58,147,L,310.0,320.0,1292,42.6,300,0,544,No Failure,5,20,4
2016-03-08 20:38:31,394,L,310.0,320.0,1489,41.5,300,0,29632,No Failure,3,20,1
2016-07-02 23:43:52,132,H,295.0,305.0,1467,45.1,300,0,9896,No Failure,7,23,5
2015-11-02 21:42:33,16,M,304.4,320.0,1434,64.5,300,0,712,No Failure,11,21,0
2016-12-20 08:40:17,24,M,304.4,320.0,1433,65.1,300,0,1536,No Failure,12,8,1
2017-03-14 07:15:21,74,L,310.0,320.0,1309,42.9,300,0,1136,No Failure,3,7,1
2017-05-05 15:15:52,236,M,306.1,320.0,1439,49.5,300,0,3328,No Failure,5,15,4
2016-10-02 01:14:30,12,M,304.4,317.0,1326,43.3,300,0,1432,No Failure,10,1,6
2016-06-12 16:10:01,4,M,303.6,315.8,1448,48.7,300,0,3240,No Failure,6,16,6
2016-09-18 13:49:33,157,M,306.5,320.0,1439,50.0,300,0,2104,No Failure,9,13,6
2017-01-04 13:07:15,255,H,295.0,305.0,1478,43.6,300,0,22312,No Failure,1,13,2
2016-09-15 01:23:07,225,M,304.2,316.8,1437,59.6,300,0,1872,No Failure,9,1,3
2016-05-31 08:03:24,206,M,308.3,320.0,1429,51.4,300,0,480,No Failure,5,8,1
2016-12-20 09:48:51,165,H,295.0,305.0,1429,64.2,300,0,760,No Failure,12,9,1
2016-12-16 20:32:33,108,L,310.0,320.0,1435,50.7,300,0,1512,No Failure,12,20,4
2015-10-14 13:18:31,240,M,303.8,318.4,1443,58.4,300,0,1352,No Failure,10,13,2
2015-11-21 17:57:06,56,H,295.0,305.0,1430,68.7,300,0,328,No Failure,11,17,5
2019-02-25 16:31:55,364,M,304.3,316.9,1434,50.4,300,0,3648,No Failure,2,16,0
2019-02-07 20:29:12,397,M,304.4,317.0,1438,50.6,300,0,3904,No Failure,2,20,3
2016-08-17 20:16:28,188,L,310.0,320.0,1447,54.2,300,0,3408,No Failure,8,20,2
2017-01-18 02:55:34,72,M,308.3,320.0,1426,51.2,300,0,560,No Failure,1,2,2
2016-01-10 02:37:18,84,L,310.0,320.0,1427,64.5,300,0,328,No Failure,1,2,6
2017-06-14 18:18:47,253,M,302.0,313.2,1472,44.8,300,0,18576,No Failure,6,18,2
2016-03-05 13:36:20,68,L,310.0,320.0,1316,43.2,300,0,720,No Failure,3,13,5
2019-04-18 14:34:27,317,L,310.0,320.0,1432,51.1,300,0,2280,No Failure,4,14,3
2017-02-24 07:29:02,227,L,310.0,320.0,1346,43.8,300,0,2496,No Failure,2,7,4
2017-06-26 05:38:43,324,M,302.0,313.2,1469,44.8,300,0,18208,No Failure,6,5,0
2015-10-13 11:53:24,73,M,302.9,314.7,1453,47.2,300,0,2864,No Failure,10,11,1
2017-02-18 09:11:48,29,L,310.0,320.0,1425,65.3,300,0,424,No Failure,2,9,5
2017-03-03 18:29:47,163,M,305.0,318.0,1425,52.0,300,0,72,No Failure,3,18,4
2016-08-22 13:20:30,347,M,301.1,311.7,1483,42.5,300,0,25656,No Failure,8,13,0
2016-02-11 20:35:01,68,L,310.0,320.0,1345,43.8,300,0,1272,No Failure,2,20,3
2016-12-06 22:36:57,110,L,310.0,320.0,1317,43.1,300,0,1240,No Failure,12,22,1
2017-02-07 18:52:20,180,M,304.4,317.1,1432,50.6,300,0,1480,No Failure,2,18,1
2015-11-24 20:38:38,149,M,304.4,320.0,1436,64.2,300,0,808,No Failure,11,20,1
2017-01-26 15:33:52,261,H,295.0,305.0,1476,43.6,300,0,21872,No Failure,1,15,3
2017-11-08 15:01:24,341,L,310.0,320.0,1462,45.9,300,0,15040,No Failure,11,15,2
2017-07-09 05:05:35,208,L,310.0,320.0,1430,66.2,300,0,1592,No Failure,7,5,6
2015-08-02 12:21:56,306,H,295.0,305.0,1496,40.6,300,0,34856,No Failure,8,12,6
2015-03-19 00:06:58,225,M,300.2,310.3,1497,40.4,115,0,15008,No Failure,3,0,3
2015-08-21 16:21:47,172,H,295.0,305.0,1487,41.5,300,0,14872,No Failure,8,16,4
2015-02-18 13:51:03,247,M,300.2,310.3,1500,40.5,73,0,13352,No Failure,2,13,2
2016-04-28 17:06:59,141,M,303.7,315.9,1445,54.4,300,0,2672,No Failure,4,17,3
2017-04-08 13:45:47,185,L,310.0,320.0,1427,51.9,300,0,288,No Failure,4,13,5
2015-10-31 10:48:57,281,M,300.4,310.6,1493,40.9,300,0,32768,No Failure,10,10,5
2019-06-03 19:05:04,306,H,295.0,305.0,1428,51.6,300,0,1120,No Failure,6,19,0
2015-07-04 18:58:50,90,M,300.9,311.5,1485,42.2,279,0,9144,No Failure,7,18,5
2017-05-25 17:46:53,208,L,310.0,320.0,1437,62.7,300,0,2640,No Failure,5,17,3
2016-01-31 13:22:51,98,M,304.6,317.4,1306,42.8,300,0,504,No Failure,1,13,6
2016-06-28 05:20:46,235,M,304.2,320.0,1435,63.4,300,0,1472,No Failure,6,5,1
2015-09-21 10:02:57,16,M,303.4,316.9,1446,53.9,300,0,1728,No Failure,9,10,0
2019-03-06 13:43:12,306,H,295.0,305.0,1435,50.7,300,0,3256,No Failure,3,13,2
2016-12-19 01:56:44,236,M,303.4,315.6,1456,47.6,300,0,6624,No Failure,12,1,0
2017-06-10 17:52:44,228,H,295.0,305.0,1429,51.1,300,0,1096,No Failure,6,17,5
2016-05-21 13:05:19,332,H,295.0,305.0,1488,42.1,300,0,27856,No Failure,5,13,5
2017-03-07 04:26:29,133,M,304.5,317.2,1432,62.4,300,0,1408,No Failure,3,4,1
2016-01-06 16:21:43,100,M,304.1,319.2,1440,60.8,300,0,1384,No Failure,1,16,2
2016-03-05 00:59:26,184,L,310.0,320.0,1435,50.5,300,0,992,No Failure,3,0,5
2015-03-16 12:47:30,151,L,310.0,320.0,1495,40.2,113,0,15680,No Failure,3,12,0
2016-06-20 01:53:06,55,H,295.0,305.0,1457,46.9,300,0,5928,No Failure,6,1,0
2015-05-03 05:11:43,218,M,300.6,310.9,1492,41.4,184,0,10248,No Failure,5,5,6
2017-04-23 05:43:58,171,M,303.9,319.0,1437,60.3,300,0,3192,No Failure,4,5,6
2018-04-11 06:18:36,339,M,303.1,314.9,1455,47.3,300,0,11360,No Failure,4,6,2
2016-11-02 11:57:53,225,M,304.7,317.6,1430,64.2,300,0,712,No Failure,11,11,2
2015-06-26 06:17:22,32,M,300.5,310.7,1495,41.1,265,0,18528,No Failure,6,6,4
2016-01-29 15:01:04,161,H,295.0,305.0,1466,45.8,300,0,6264,No Failure,1,15,4
2015-11-21 08:36:52,15,H,295.0,305.0,1444,48.7,300,0,1816,No Failure,11,8,5
2015-04-16 06:30:52,166,L,310.0,320.0,1492,41.2,157,0,9248,No Failure,4,6,3
2016-09-13 13:35:52,12,M,304.2,316.7,1343,43.8,300,0,1880,No Failure,9,13,1
2015-03-12 13:40:34,29,L,310.0,320.0,1497,40.3,106,0,17448,No Failure,3,13,3
2017-04-13 13:56:27,183,M,309.0,320.0,1424,51.9,300,1,0,Heat Dissipation Failure,4,13,3
2017-02-20 03:21:09,24,M,305.0,320.0,1426,71.7,300,0,80,No Failure,2,3,0
2016-11-05 20:07:49,178,H,295.0,305.0,1435,50.2,300,0,1816,No Failure,11,20,5
2015-11-05 02:11:41,102,M,302.7,314.3,1459,46.5,300,0,3704,No Failure,11,2,3
2015-12-20 01:06:15,140,M,301.3,312.0,1479,43.0,300,0,12112,No Failure,12,1,6
2015-12-03 09:14:08,103,M,301.0,311.6,1485,42.4,300,0,15768,No Failure,12,9,3
2015-11-18 10:56:32,100,M,303.2,316.0,1450,51.2,300,0,2560,No Failure,11,10,2
2017-04-10 19:48:36,202,M,304.6,317.4,1431,63.3,300,0,1152,No Failure,4,19,0
2016-07-09 14:56:53,49,M,304.0,316.5,1356,44.1,300,0,2048,No Failure,7,14,5
2016-03-11 11:58:16,136,M,305.6,319.6,1443,49.1,300,0,2096,No Failure,3,11,4
2015-07-02 08:51:16,123,L,310.0,320.0,1477,43.5,274,0,5576,No Failure,7,8,3
2017-04-20 13:30:55,103,M,303.9,318.7,1442,59.3,300,0,3640,No Failure,4,13,3
2017-03-30 14:58:19,111,L,310.0,320.0,1441,56.4,300,0,3664,No Failure,3,14,3
2016-10-28 00:03:42,107,H,295.0,305.0,1451,51.0,300,0,5080,No Failure,10,0,4
2016-11-16 09:21:18,311,H,295.0,305.0,1480,43.2,300,0,23536,No Failure,11,9,2
2016-02-13 21:57:22,212,M,301.5,312.5,1476,43.7,300,0,11568,No Failure,2,21,5
2016-08-24 08:42:55,27,L,310.0,320.0,1438,57.9,300,0,2232,No Failure,8,8,2
2016-12-20 02:50:35,9,M,304.8,317.6,1297,42.6,300,0,640,No Failure,12,2,1
2016-01-07 00:42:39,126,L,310.0,320.0,1475,43.9,300,0,9928,No Failure,1,0,3
2015-11-05 13:42:51,194,M,304.0,316.4,1435,58.6,300,0,1024,No Failure,11,13,3
2016-09-21 15:26:57,217,H,295.0,305.0,1425,66.2,300,0,176,No Failure,9,15,2
2016-05-08 01:29:54,233,M,304.1,319.6,1437,61.8,300,0,1616,No Failure,5,1,6
2015-10-31 00:43:29,380,M,300.3,310.5,1491,40.7,300,0,32624,No Failure,10,0,5
2016-10-31 10:37:29,24,M,304.0,319.0,1441,60.0,300,0,2712,No Failure,10,10,0
2018-01-31 15:32:39,398,M,302.8,314.4,1457,46.6,300,0,13008,No Failure,1,15,2
2015-09-28 18:51:11,230,H,295.0,305.0,1446,48.7,300,0,1576,No Failure,9,18,0
2015-05-24 17:57:39,379,H,295.0,305.0,1499,40.4,213,0,36584,No Failure,5,17,6
2015-05-11 23:01:10,250,M,300.3,310.5,1496,40.7,195,0,19088,No Failure,5,23,0
2016-04-04 12:57:00,57,M,303.2,315.2,1450,50.4,300,0,3600,No Failure,4,12,0
2017-08-16 11:31:21,274,M,302.1,313.4,1465,45.1,300,0,17032,No Failure,8,11,2
2016-08-08 21:29:03,4,M,304.1,316.5,1436,49.8,300,0,1864,No Failure,8,21,0
2016-08-13 20:51:44,122,M,305.0,317.9,1426,51.9,300,0,120,No Failure,8,20,5
2016-05-26 20:35:10,156,L,310.0,320.0,1438,58.7,300,0,1736,No Failure,5,20,3
2016-01-03 00:00:21,318,L,310.0,320.0,1492,41.3,300,0,31176,No Failure,1,0,6
2019-02-21 12:19:49,291,M,304.4,317.1,1437,50.6,300,0,3608,No Failure,2,12,3
2015-01-16 00:50:13,138,H,295.0,305.0,1500,40.1,23,0,20904,No Failure,1,0,4
2015-04-13 18:03:19,392,M,300.0,310.1,1498,40.1,154,0,37528,No Failure,4,18,0
2015-10-31 05:29:11,226,H,295.0,305.0,1457,46.8,300,0,3392,No Failure,10,5,5
2016-11-27 02:07:58,119,M,306.8,320.0,1436,50.0,300,0,2008,No Failure,11,2,6
2015-04-30 07:15:05,282,M,300.1,310.2,1499,40.3,180,0,37112,No Failure,4,7,3
2015-12-31 09:06:57,109,M,303.9,316.2,1438,49.2,300,0,1504,No Failure,12,9,3
2015-02-19 05:30:12,57,M,300.1,310.2,1497,40.2,74,0,13416,No Failure,2,5,3
2016-12-03 06:01:14,157,M,308.7,320.0,1428,51.8,300,0,312,No Failure,12,6,5
2017-03-10 15:06:16,144,H,295.0,305.0,1431,50.5,300,0,1512,No Failure,3,15,4
2017-01-16 14:29:08,13,M,304.8,317.7,1427,51.5,300,0,440,No Failure,1,14,0
2016-08-30 13:58:42,49,M,304.6,317.4,1308,42.9,300,0,800,No Failure,8,13,1
2016-06-30 15:24:35,216,L,310.0,320.0,1427,52.1,300,0,40,No Failure,6,15,3
2015-12-29 03:37:49,17,L,310.0,320.0,1446,55.5,300,0,2144,No Failure,12,3,1
2015-10-01 02:19:31,59,M,303.3,316.2,1451,51.7,300,0,2112,No Failure,10,2,3
